"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Zotu.1052","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","Arcobacter_cryaerophilus"
"Zotu.1053","Eukaryota","Florideophycidae","Rhodymeniophycidae","Rhodymeniophycidae_or","Rhodymeniophycidae_fa","Titanophora","Titanophora_unclass"
"Zotu.1054","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_ovatus"
"Zotu.1055","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas_denverensis"
"Zotu.1056","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_insulae"
"Zotu.1057","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Flindersiella","Tenggerimyces_mesophilus"
"Zotu.1058","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Risungbinella","Risungbinella_massiliensis"
"Zotu.1059","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Defluviimonas","Defluviimonas_unclass"
"Zotu.1060","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Syntrophaceticus","Syntrophaceticus_unclass"
"Zotu.1061","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_cacaoi"
"Zotu.1062","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria_grayi"
"Zotu.1063","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Leadbetterella","Leadbetterella_unclass"
"Zotu.1064","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora","Saccharomonospora_viridis"
"Zotu.1065","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter_panaciterrae"
"Zotu.1066","Bacteria","SR1_","SR1_","SR1_","SR1_","SR1_","SR1__unclass"
"Zotu.1067","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aquamicrobium","Nitratireductor_lucknowense"
"Zotu.1068","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_beijingense"
"Zotu.1069","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillaceae_unclass","Rhodospirillaceae_unclass"
"Zotu.1070","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa","Gemmatirosa_unclass"
"Zotu.1071","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylophilus","Methylophilus_leisingeri"
"Zotu.1072","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclass","Planctomycetaceae_unclass"
"Zotu.1073","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","Prevotella_copri"
"Zotu.1074","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","Atopostipes_suicloacalis"
"Zotu.1075","Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20","TRA3-20_fa","TRA3-20_ge","TRA3-20_ge_unclass"
"Zotu.1076","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dokdonella","Dokdonella_unclass"
"Zotu.1077","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces_iriomotensis"
"Zotu.1078","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_abietaniphila"
"Zotu.1079","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclass","Gemmatimonadaceae_unclass"
"Zotu.1080","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Paracraurococcus","Paracraurococcus_ruber"
"Zotu.1081","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","Ruminococcaceae_UCG-014_unclass"
"Zotu.1082","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodovarius","Rhodovarius_unclass"
"Zotu.1083","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_unclass"
"Zotu.1084","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseriaceae_unclass","Neisseriaceae_unclass"
"Zotu.1085","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter","Ferruginibacter_unclass"
"Zotu.1086","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Thermopolyspora","Thermopolyspora_flexuosa"
"Zotu.1087","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclass","Homoserinibacter_gongjuensis"
"Zotu.1088","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclass"
"Zotu.1089","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma_salivarium"
"Zotu.1090","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclass"
"Zotu.1091","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes_ferrugineus"
"Zotu.1092","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Thermobacillus","Thermobacillus_unclass"
"Zotu.1093","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus_unclass"
"Zotu.1094","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura_adrarensis"
"Zotu.1095","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_unclass"
"Zotu.1096","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","Prevotella_7_unclass"
"Zotu.1097","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","Olivibacter_jilunii"
"Zotu.1098","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium_massiliense"
"Zotu.1099","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas_diminuta"
"Zotu.1100","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_unclass","Verrucomicrobiaceae_unclass"
"Zotu.1101","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter_alluvionis"
"Zotu.1102","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","Salinibacterium_xinjiangense"
"Zotu.1103","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_barengoltzii"
"Zotu.1104","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_unclass"
"Zotu.1105","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Verticia","Achromobacter_sediminum"
"Zotu.1106","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Polyangium","Polyangium_unclass"
"Zotu.1107","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobiaceae_ge","Longimicrobiaceae_ge_unclass"
"Zotu.1108","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclass","Lachnospiraceae_unclass"
"Zotu.1109","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","Aquabacterium_olei"
"Zotu.1110","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermobispora","Thermobispora_unclass"
"Zotu.1111","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_unclass"
"Zotu.1112","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella_granuli"
"Zotu.1113","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclass","Gemmatimonadaceae_unclass"
"Zotu.1114","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides_unclass"
"Zotu.1115","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","Ruminococcaceae_UCG-010_unclass"
"Zotu.1116","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas_lenta"
"Zotu.1117","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseriaceae_unclass","Neisseriaceae_unclass"
"Zotu.1118","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_glycovorans"
"Zotu.1119","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","Olivibacter_unclass"
"Zotu.1120","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_trevisanii"
"Zotu.1121","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_smithii"
"Zotu.1122","Bacteria","Cyanobacteria","Chloroplast","Chloroplast_or","Chloroplast_fa","Chloroplast_ge","Chloroplast_ge_unclass"
"Zotu.1123","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","S0134_terrestrial_group_or","S0134_terrestrial_group_fa","S0134_terrestrial_group_ge","S0134_terrestrial_group_ge_unclass"
"Zotu.1124","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus","Opitutus_unclass"
"Zotu.1125","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Thermobacillus","Thermobacillus_unclass"
"Zotu.1126","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus","Opitutus_unclass"
"Zotu.1127","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_S24-7_group","Bacteroidales_S24-7_group_ge","Bacteroidales_S24-7_group_ge_unclass"
"Zotu.1128","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia_rhizosphera"
"Zotu.1129","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola","Actinophytocola_oryzae"
"Zotu.1130","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Lysinimonas","Galbitalea_soli"
"Zotu.1131","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","Ruminococcus_callidus"
"Zotu.1132","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","Lachnospiraceae_UCG-004_unclass"
"Zotu.1133","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas_persica"
"Zotu.1134","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas_staleyi"
"Zotu.1135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_marcusii"
"Zotu.1136","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio_unclass"
"Zotu.1137","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_thermophilum"
"Zotu.1138","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Larkinella","Larkinella_unclass"
"Zotu.1139","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia_luti"
"Zotu.1140","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_unclass"
"Zotu.1141","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus_brasiliensis"
"Zotu.1142","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea_bangladeshensis"
"Zotu.1143","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_subsaxonicum"
"Zotu.1144","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae_unclass","Caulobacteraceae_unclass"
"Zotu.1145","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_riboflavina"
"Zotu.1146","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Defluviitalea","Defluviitalea_unclass"
"Zotu.1147","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus","Opitutus_unclass"
"Zotu.1148","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera","Truepera_unclass"
"Zotu.1149","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","Ensifer_adhaerens"
"Zotu.1150","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_zhaozhouensis"
"Zotu.1151","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","Olivibacter_ginsengisoli"
"Zotu.1152","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","Olivibacter_unclass"
"Zotu.1153","Bacteria","Cyanobacteria","Chloroplast","Chloroplast_or","Chloroplast_fa","Chloroplast_ge","Chloroplast_ge_unclass"
"Zotu.1154","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_unclass","Verrucomicrobiaceae_unclass"
"Zotu.1155","Bacteria","Firmicutes","Bacilli","SHBZ1548","SHBZ1548_fa","SHBZ1548_ge","SHBZ1548_ge_unclass"
"Zotu.1156","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_terrae"
"Zotu.1157","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass"
"Zotu.1158","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Haemophilus_parahaemolyticus"
"Zotu.1159","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_balustinum"
"Zotu.1160","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_urinalis"
"Zotu.1161","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga","Chitinophaga_terrae"
"Zotu.1162","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_campinasensis"
"Zotu.1163","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina_siberiensis"
"Zotu.1164","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_unclass"
"Zotu.1165","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera_elsdenii"
"Zotu.1166","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_malachitofuscus"
"Zotu.1167","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavitalea","Flavitalea_populi"
"Zotu.1168","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","KCM-B-15","KCM-B-15_ge","KCM-B-15_ge_unclass"
"Zotu.1169","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_naphthalenivorans"
"Zotu.1170","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Taibaiella","Taibaiella_unclass"
"Zotu.1171","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_polynesiensis"
"Zotu.1172","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea_muscovyensis"
"Zotu.1173","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_mojavensis"
"Zotu.1174","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_intermedius"
"Zotu.1175","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas_boonkerdii"
"Zotu.1176","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Nocardia_coeliaca"
"Zotu.1177","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_aminovorans"
"Zotu.1178","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","Anoxybacillus_rupiensis"
"Zotu.1179","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_","RB41","RB41_unclass"
"Zotu.1180","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_fermentans"
"Zotu.1181","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus","Ureibacillus_thermosphaericus"
"Zotu.1182","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermomonospora","Actinomadura_amylolytica"
"Zotu.1183","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_unclass"
"Zotu.1184","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacteriaceae_unclass","Coriobacteriaceae_unclass"
"Zotu.1185","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora_chaiyaphumensis"
"Zotu.1186","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","Jatrophihabitans_unclass"
"Zotu.1187","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Ezakiella","Ezakiella_unclass"
"Zotu.1188","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea","Longicatena_caecimuris"
"Zotu.1189","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerospora","Anaerospora_unclass"
"Zotu.1190","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium","Planococcus_maritimus"
"Zotu.1191","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Yonghaparkia","Yonghaparkia_alkaliphila"
"Zotu.1192","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","Craurococcus_unclass"
"Zotu.1193","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_unclass","uncultured_ge","uncultured_ge_unclass"
"Zotu.1194","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus","Opitutus_unclass"
"Zotu.1195","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_mandelii"
"Zotu.1196","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","Bradymonadales_fa","Bradymonadales_ge","Bradymonadales_ge_unclass"
"Zotu.1197","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_umsongensis"
"Zotu.1198","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter","Conexibacter_arvalis"
"Zotu.1199","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","Eubacterium_ventriosum"
"Zotu.1200","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","Ruminococcus_callidus"
"Zotu.1201","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","p35j06ok","p35j06ok_ge","p35j06ok_ge_unclass"
"Zotu.1202","Bacteria","Chloroflexi","S085","S085_or","S085_fa","S085_ge","S085_ge_unclass"
"Zotu.1203","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavitalea","Flavitalea_unclass"
"Zotu.1204","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter","Dyadobacter_hamtensis"
"Zotu.1205","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass"
"Zotu.1206","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas_boonkerdii"
"Zotu.1207","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas","Sellimonas_unclass"
"Zotu.1208","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium_squillarum"
"Zotu.1209","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclass","Sandaracinaceae_unclass"
"Zotu.1210","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia_unclass"
"Zotu.1211","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_composti"
"Zotu.1212","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella_lytica"
"Zotu.1213","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","[Eubacterium]_biforme"
"Zotu.1214","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","Ruminococcaceae_UCG-005_unclass"
"Zotu.1215","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_terrigena"
"Zotu.1216","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","Ruminococcaceae_UCG-014_unclass"
"Zotu.1217","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella_granuli"
"Zotu.1218","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_indologenes"
"Zotu.1219","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas_terricola"
"Zotu.1220","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus","Ureibacillus_suwonensis"
"Zotu.1221","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_testosteroni"
"Zotu.1222","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Falsirhodobacter","Falsirhodobacter_unclass"
"Zotu.1223","Bacteria","TM6_","TM6_","TM6_","TM6_","TM6_","TM6__unclass"
"Zotu.1224","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis_baichengensis"
"Zotu.1225","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens","Ethanoligenens_harbinense"
"Zotu.1226","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium_thailandense"
"Zotu.1227","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Falsibacillus","Falsibacillus_pallidus"
"Zotu.1228","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus","Aeribacillus_pallidus"
"Zotu.1229","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","Altererythrobacter_xinjiangensis"
"Zotu.1230","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio_exovorus"
"Zotu.1231","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax_defluvii"
"Zotu.1232","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacteriaceae_unclass","Coriobacteriaceae_unclass"
"Zotu.1233","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera","Singulisphaera_unclass"
"Zotu.1234","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus","Peptococcus_unclass"
"Zotu.1235","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_dura"
"Zotu.1236","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Pedomicrobium_unclass"
"Zotu.1237","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Variovorax_ginsengisoli"
"Zotu.1238","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclass","Moraxellaceae_unclass"
"Zotu.1239","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_","Blastocatellaceae__unclass","Blastocatellaceae__unclass"
"Zotu.1240","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_japonica"
"Zotu.1241","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea_jabiensis"
"Zotu.1242","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_unclass","uncultured_ge","uncultured_ge_unclass"
