OTUname,kingdom,phylum,class,order,family,genus,species
OTU_496,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_1276,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified Streptococcus
OTU_96,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_506,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__unclassified Dorea
OTU_191,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Coprobacillus,s__unclassified Coprobacillus
OTU_443,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],f__[Mogibacteriaceae],f__[Mogibacteriaceae]
OTU_1336,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_861,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__lavalense
OTU_322,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_337,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Ruminococcus],s__unclassified [Ruminococcus]
OTU_495,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Shigella,s__flexneri
OTU_315,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
OTU_1149,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,s__blattae
OTU_251,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],f__[Mogibacteriaceae],f__[Mogibacteriaceae]
OTU_1322,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus,s__unclassified Anaerotruncus
OTU_116,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,f__Peptostreptococcaceae,f__Peptostreptococcaceae
OTU_70,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Subdoligranulum,s__variabile
OTU_130,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__unclassified Dorea
OTU_219,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Clostridium,s__spiroforme
OTU_110,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Providencia,s__unclassified Providencia
OTU_140,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_917,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__saccharolyticum
OTU_190,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__unclassified Holdemania
OTU_413,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,f__Erysipelotrichaceae,f__Erysipelotrichaceae
OTU_155,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_714,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Butyricicoccus,s__pullicaecorum
OTU_1002,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_1375,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__unclassified Gardnerella
OTU_584,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,s__unclassified Lachnospira
OTU_772,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_381,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_598,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_284,k__Bacteria,p__Firmicutes,c__Bacilli,o__Turicibacterales,f__Turicibacteraceae,g__Turicibacter,s__unclassified Turicibacter
OTU_274,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_1104,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_1008,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_51,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_88,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__unclassified Dorea
OTU_343,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_1376,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_1196,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Ruminococcus],s__gnavus
OTU_377,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Adlercreutzia,s__unclassified Adlercreutzia
OTU_1454,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__unclassified Roseburia
OTU_769,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__symbiosum
OTU_1369,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__unclassified Desulfovibrio
OTU_1433,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__faecis
OTU_258,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_1301,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,s__distasonis
OTU_218,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Eggerthella,s__lenta
OTU_72,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_30,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Phascolarctobacterium,s__unclassified Phascolarctobacterium
OTU_87,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_203,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_6,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Akkermansia,s__muciniphila
OTU_321,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unclassified Lactobacillus
OTU_1404,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Tremblayales,f__Tremblayaceae,g__Carsonella,s__ruddii PV
OTU_124,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Eubacterium],s__biforme
OTU_354,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,f__Desulfovibrionaceae,f__Desulfovibrionaceae
OTU_32,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_139,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_180,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_1321,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__caccae
OTU_64,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_205,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridium,s__methylpentosum
OTU_602,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
OTU_858,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_1347,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_367,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__E2,f__[Methanomassiliicoccaceae],g__Methanomassiliicoccus,s__unclassified Methanomassiliicoccus
OTU_179,k__Bacteria,p__Tenericutes,c__RF3,o__ML615J-28,f__unclassified ML615J-28,f__unclassified ML615J-28,f__unclassified ML615J-28
OTU_145,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_708,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],f__[Barnesiellaceae],f__[Barnesiellaceae]
OTU_148,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__symbiosum
OTU_620,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],f__[Barnesiellaceae],f__[Barnesiellaceae]
OTU_698,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_82,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_217,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_178,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_173,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_827,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__unclassified Clostridium
OTU_370,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_427,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_80,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,f__Rikenellaceae,f__Rikenellaceae
OTU_1213,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_77,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,s__gordonii
OTU_346,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_114,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_213,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_238,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_176,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__celatum
OTU_47,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_11,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,s__unclassified Sutterella
OTU_319,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,s__unclassified Parabacteroides
OTU_56,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,s__unclassified Sutterella
OTU_239,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_159,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__colicanis
OTU_1310,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_89,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Barnesiellaceae],f__[Barnesiellaceae],f__[Barnesiellaceae]
OTU_756,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Paraprevotellaceae],g__Paraprevotella,s__unclassified Paraprevotella
OTU_385,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_86,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_515,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Odoribacter,s__unclassified Odoribacter
OTU_357,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__colinum
OTU_619,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__unclassified Roseburia
OTU_214,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_891,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_898,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_287,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_452,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__finegoldii
OTU_272,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_1372,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_29,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_94,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_1371,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_128,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
OTU_235,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_607,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,s__unclassified Parabacteroides
OTU_1045,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Akkermansia,s__muciniphila
OTU_226,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__catus
OTU_150,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Paraprevotellaceae],g__Paraprevotella,s__unclassified Paraprevotella
OTU_134,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_790,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,s__unclassified Lachnospira
OTU_1401,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Dictyostelium,s__discoideum
OTU_513,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified Blautia
OTU_426,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__bromii
OTU_671,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_1309,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
OTU_76,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,s__unclassified Sutterella
OTU_878,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_1325,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_282,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_410,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__unclassified Oscillospira
OTU_672,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,f__S24-7,f__S24-7
OTU_1107,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Gemmiger,s__formicilis
OTU_172,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_472,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
OTU_117,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,f__Erysipelotrichaceae,f__Erysipelotrichaceae
OTU_111,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,s__unclassified Lachnospira
OTU_441,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_884,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__unclassified Clostridium
OTU_186,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_433,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,f__Lachnospiraceae,f__Lachnospiraceae
OTU_1122,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,f__Ruminococcaceae,f__Ruminococcaceae
OTU_102,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified Ruminococcus
OTU_962,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__garvieae
OTU_329,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],f__[Mogibacteriaceae],f__[Mogibacteriaceae]
OTU_718,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__finegoldii
OTU_635,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
OTU_325,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,s__unclassified Sutterella
OTU_378,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified Blautia
OTU_1148,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
OTU_920,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified Streptococcus
OTU_514,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__faecis
OTU_126,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_624,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified Blautia
OTU_903,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,s__unclassified Parabacteroides
OTU_437,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__faecis
OTU_793,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified Blautia
OTU_781,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified Streptococcus
OTU_1106,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__unclassified Coprococcus
OTU_304,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__unclassified Fusobacterium
OTU_383,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__hathewayi
OTU_374,k__Bacteria,p__Firmicutes,c__Clostridia,o__SHA-98,f__unclassified SHA-98,f__unclassified SHA-98,f__unclassified SHA-98
OTU_776,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_355,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,f__Christensenellaceae,f__Christensenellaceae
OTU_336,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified Bacteroides
OTU_964,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales,f__unclassified Clostridiales
OTU_989,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__anginosus
OTU_154,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified Blautia
OTU_122,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__unclassified Lactococcus
